date,match_title,set,duration,url,gameid,url_timeline,url_video,yt_link,start_time,is_paused,pause_start(ingame),pause_end(video)
250413,NS vs DRX,1,31:09,https://gol.gg//game/stats/65665/page-summary/,65665,https://gol.gg/game/stats/65665/page-timeline/,https://www.youtube.com/watch?v=AGjzPDelGQA,https://www.youtube.com/watch?v=AGjzPDelGQA,3:39:37,,,
250413,NS vs DRX,2,27:36,https://gol.gg//game/stats/65665/page-summary/,65666,https://gol.gg/game/stats/65666/page-timeline/,https://www.youtube.com/watch?v=AGjzPDelGQA,https://www.youtube.com/watch?v=AGjzPDelGQA,4:34:00,,,
250413,NS vs DRX,3,30:39,https://gol.gg//game/stats/65665/page-summary/,65667,https://gol.gg/game/stats/65667/page-timeline/,https://www.youtube.com/watch?v=AGjzPDelGQA,https://www.youtube.com/watch?v=AGjzPDelGQA,5:27:42,,,
250413,DK vs GEN,1,28:33,https://gol.gg//game/stats/65662/page-summary/,65662,https://gol.gg/game/stats/65662/page-timeline/,https://www.youtube.com/watch?v=AGjzPDelGQA,https://www.youtube.com/watch?v=AGjzPDelGQA,0:36:21,,,
250413,DK vs GEN,2,31:22,https://gol.gg//game/stats/65662/page-summary/,65663,https://gol.gg/game/stats/65663/page-timeline/,https://www.youtube.com/watch?v=AGjzPDelGQA,https://www.youtube.com/watch?v=AGjzPDelGQA,1:27:15,,,
250413,DK vs GEN,3,32:24,https://gol.gg//game/stats/65662/page-summary/,65664,https://gol.gg/game/stats/65664/page-timeline/,https://www.youtube.com/watch?v=AGjzPDelGQA,https://www.youtube.com/watch?v=AGjzPDelGQA,2:19:09,,,
250416,BFX vs GEN,1,34:30,https://gol.gg//game/stats/66199/page-summary/,66199,https://gol.gg/game/stats/66199/page-timeline/,https://www.youtube.com/watch?v=luNzdRvDrow,https://www.youtube.com/watch?v=luNzdRvDrow,3:57:59,,,
250416,BFX vs GEN,2,30:10,https://gol.gg//game/stats/66199/page-summary/,66200,https://gol.gg/game/stats/66200/page-timeline/,https://www.youtube.com/watch?v=luNzdRvDrow,https://www.youtube.com/watch?v=luNzdRvDrow,4:54:36,,,
250416,BFX vs GEN,3,24:34,https://gol.gg//game/stats/66199/page-summary/,66201,https://gol.gg/game/stats/66201/page-timeline/,https://www.youtube.com/watch?v=luNzdRvDrow,https://www.youtube.com/watch?v=luNzdRvDrow,5:47:34,,,
250416,T1 vs NS,1,34:20,https://gol.gg//game/stats/66196/page-summary/,66196,https://gol.gg/game/stats/66196/page-timeline/,https://www.youtube.com/watch?v=luNzdRvDrow,https://www.youtube.com/watch?v=luNzdRvDrow,0:50:25,,,
250416,T1 vs NS,2,30:50,https://gol.gg//game/stats/66196/page-summary/,66197,https://gol.gg/game/stats/66197/page-timeline/,https://www.youtube.com/watch?v=luNzdRvDrow,https://www.youtube.com/watch?v=luNzdRvDrow,1:45:51,,,
250416,T1 vs NS,3,35:21,https://gol.gg//game/stats/66196/page-summary/,66198,https://gol.gg/game/stats/66198/page-timeline/,https://www.youtube.com/watch?v=luNzdRvDrow,https://www.youtube.com/watch?v=luNzdRvDrow,2:37:37,,,
250417,BRO vs KT,1,43:48,https://gol.gg//game/stats/66205/page-summary/,66205,https://gol.gg/game/stats/66205/page-timeline/,https://www.youtube.com/watch?v=HIqJb8sDvkw,https://www.youtube.com/watch?v=HIqJb8sDvkw,2:41:40,,,
250417,BRO vs KT,2,29:32,https://gol.gg//game/stats/66205/page-summary/,66206,https://gol.gg/game/stats/66206/page-timeline/,https://www.youtube.com/watch?v=HIqJb8sDvkw,https://www.youtube.com/watch?v=HIqJb8sDvkw,3:46:54,,,
250417,BRO vs KT,3,34:25,https://gol.gg//game/stats/66205/page-summary/,66207,https://gol.gg/game/stats/66207/page-timeline/,https://www.youtube.com/watch?v=HIqJb8sDvkw,https://www.youtube.com/watch?v=HIqJb8sDvkw,4:38:20,,,
250417,DRX vs HLE,1,30:03,https://gol.gg//game/stats/66202/page-summary/,66202,https://gol.gg/game/stats/66202/page-timeline/,https://www.youtube.com/watch?v=HIqJb8sDvkw,https://www.youtube.com/watch?v=HIqJb8sDvkw,0:35:53,,,
250417,DRX vs HLE,2,32:00,https://gol.gg//game/stats/66202/page-summary/,66203,https://gol.gg/game/stats/66203/page-timeline/,https://www.youtube.com/watch?v=HIqJb8sDvkw,https://www.youtube.com/watch?v=HIqJb8sDvkw,1:26:30,,,
250418,DNF vs DK,1,28:30,https://gol.gg//game/stats/66211/page-summary/,66211,https://gol.gg/game/stats/66211/page-timeline/,https://www.youtube.com/watch?v=Xc-kyp_TJog,https://www.youtube.com/watch?v=Xc-kyp_TJog,3:50:51,,,
250418,DNF vs DK,2,30:04,https://gol.gg//game/stats/66211/page-summary/,66212,https://gol.gg/game/stats/66212/page-timeline/,https://www.youtube.com/watch?v=Xc-kyp_TJog,https://www.youtube.com/watch?v=Xc-kyp_TJog,4:40:47,,,
250418,BFX vs T1,1,37:34,https://gol.gg//game/stats/66208/page-summary/,66208,https://gol.gg/game/stats/66208/page-timeline/,https://www.youtube.com/watch?v=Xc-kyp_TJog,https://www.youtube.com/watch?v=Xc-kyp_TJog,0:40:40,1,,
250418,BFX vs T1,2,33:39,https://gol.gg//game/stats/66208/page-summary/,66209,https://gol.gg/game/stats/66209/page-timeline/,https://www.youtube.com/watch?v=Xc-kyp_TJog,https://www.youtube.com/watch?v=Xc-kyp_TJog,1:39:55,,,
250418,BFX vs T1,3,28:32,https://gol.gg//game/stats/66208/page-summary/,66210,https://gol.gg/game/stats/66210/page-timeline/,https://www.youtube.com/watch?v=Xc-kyp_TJog,https://www.youtube.com/watch?v=Xc-kyp_TJog,2:35:27,,,
250419,NS vs HLE,1,25:00,https://gol.gg//game/stats/66217/page-summary/,66217,https://gol.gg/game/stats/66217/page-timeline/,https://www.youtube.com/watch?v=JtXVudyHS98,https://www.youtube.com/watch?v=JtXVudyHS98,2:55:17,,,
250419,NS vs HLE,2,27:32,https://gol.gg//game/stats/66217/page-summary/,66218,https://gol.gg/game/stats/66218/page-timeline/,https://www.youtube.com/watch?v=JtXVudyHS98,https://www.youtube.com/watch?v=JtXVudyHS98,3:42:13,,,
250419,GEN vs BRO,1,33:52,https://gol.gg//game/stats/66214/page-summary/,66214,https://gol.gg/game/stats/66214/page-timeline/,https://www.youtube.com/watch?v=JtXVudyHS98,https://www.youtube.com/watch?v=JtXVudyHS98,0:45:23,,,
250419,GEN vs BRO,2,28:48,https://gol.gg//game/stats/66214/page-summary/,66215,https://gol.gg/game/stats/66215/page-timeline/,https://www.youtube.com/watch?v=JtXVudyHS98,https://www.youtube.com/watch?v=JtXVudyHS98,1:41:16,,,
250420,KT vs DNF,1,44:27,https://gol.gg//game/stats/66223/page-summary/,66223,https://gol.gg/game/stats/66223/page-timeline/,https://www.youtube.com/watch?v=fnkjATLxvpI,https://www.youtube.com/watch?v=fnkjATLxvpI,3:53:30,,,
250420,KT vs DNF,2,32:19,https://gol.gg//game/stats/66223/page-summary/,66224,https://gol.gg/game/stats/66224/page-timeline/,https://www.youtube.com/watch?v=fnkjATLxvpI,https://www.youtube.com/watch?v=fnkjATLxvpI,5:01:03,,,
250420,DK vs DRX,1,45:19,https://gol.gg//game/stats/66220/page-summary/,66220,https://gol.gg/game/stats/66220/page-timeline/,https://www.youtube.com/watch?v=fnkjATLxvpI,https://www.youtube.com/watch?v=fnkjATLxvpI,0:37:20,,,
250420,DK vs DRX,2,30:21,https://gol.gg//game/stats/66220/page-summary/,66221,https://gol.gg/game/stats/66221/page-timeline/,https://www.youtube.com/watch?v=fnkjATLxvpI,https://www.youtube.com/watch?v=fnkjATLxvpI,1:45:21,,,
250420,DK vs DRX,3,28:18,https://gol.gg//game/stats/66220/page-summary/,66222,https://gol.gg/game/stats/66222/page-timeline/,https://www.youtube.com/watch?v=fnkjATLxvpI,https://www.youtube.com/watch?v=fnkjATLxvpI,2:40:08,,,
250423,NS vs BFX,1,30:32,https://gol.gg//game/stats/66587/page-summary/,66587,https://gol.gg/game/stats/66587/page-timeline/,https://www.youtube.com/watch?v=rXvX7s428j8,https://www.youtube.com/watch?v=rXvX7s428j8,3:07:32,1,1:32,3:10:48
250423,NS vs BFX,2,32:26,https://gol.gg//game/stats/66587/page-summary/,66588,https://gol.gg/game/stats/66588/page-timeline/,https://www.youtube.com/watch?v=rXvX7s428j8,https://www.youtube.com/watch?v=rXvX7s428j8,4:00:51,,,
250423,DRX vs KT,1,40:56,https://gol.gg//game/stats/66584/page-summary/,66584,https://gol.gg/game/stats/66584/page-timeline/,https://www.youtube.com/watch?v=rXvX7s428j8,https://www.youtube.com/watch?v=rXvX7s428j8,0:50:34,,,
250423,DRX vs KT,2,28:45,https://gol.gg//game/stats/66584/page-summary/,66585,https://gol.gg/game/stats/66585/page-timeline/,https://www.youtube.com/watch?v=rXvX7s428j8,https://www.youtube.com/watch?v=rXvX7s428j8,1:54:27,,,
250424,HLE vs BRO,1,33:13,https://gol.gg//game/stats/66593/page-summary/,66593,https://gol.gg/game/stats/66593/page-timeline/,https://www.youtube.com/watch?v=qmEZwV-7vx0,https://www.youtube.com/watch?v=qmEZwV-7vx0,2:47:54,,,
250424,HLE vs BRO,2,35:24,https://gol.gg//game/stats/66593/page-summary/,66594,https://gol.gg/game/stats/66594/page-timeline/,https://www.youtube.com/watch?v=qmEZwV-7vx0,https://www.youtube.com/watch?v=qmEZwV-7vx0,3:42:45,,,
250424,GEN vs DNF,1,32:54,https://gol.gg//game/stats/66590/page-summary/,66590,https://gol.gg/game/stats/66590/page-timeline/,https://www.youtube.com/watch?v=qmEZwV-7vx0,https://www.youtube.com/watch?v=qmEZwV-7vx0,0:36:00,,,
250424,GEN vs DNF,2,28:05,https://gol.gg//game/stats/66590/page-summary/,66591,https://gol.gg/game/stats/66591/page-timeline/,https://www.youtube.com/watch?v=qmEZwV-7vx0,https://www.youtube.com/watch?v=qmEZwV-7vx0,1:33:26,,,
250425,T1 vs DK,1,36:15,https://gol.gg//game/stats/66599/page-summary/,66599,https://gol.gg/game/stats/66599/page-timeline/,https://www.youtube.com/watch?v=sGKHG07_Z9Q,https://www.youtube.com/watch?v=sGKHG07_Z9Q,2:48:00,,,
250425,T1 vs DK,2,27:13,https://gol.gg//game/stats/66599/page-summary/,66600,https://gol.gg/game/stats/66600/page-timeline/,https://www.youtube.com/watch?v=sGKHG07_Z9Q,https://www.youtube.com/watch?v=sGKHG07_Z9Q,3:45:57,,,
250425,T1 vs DK,3,44:35,https://gol.gg//game/stats/66599/page-summary/,66601,https://gol.gg/game/stats/66601/page-timeline/,https://www.youtube.com/watch?v=sGKHG07_Z9Q,https://www.youtube.com/watch?v=sGKHG07_Z9Q,4:34:25,,,
250425,KT vs NS,1,30:53,https://gol.gg//game/stats/66596/page-summary/,66596,https://gol.gg/game/stats/66596/page-timeline/,https://www.youtube.com/watch?v=sGKHG07_Z9Q,https://www.youtube.com/watch?v=sGKHG07_Z9Q,0:35:52,,,
250425,KT vs NS,2,33:00,https://gol.gg//game/stats/66596/page-summary/,66597,https://gol.gg/game/stats/66597/page-timeline/,https://www.youtube.com/watch?v=sGKHG07_Z9Q,https://www.youtube.com/watch?v=sGKHG07_Z9Q,1:29:27,,,
250426,DRX vs GEN,1,28:03,https://gol.gg//game/stats/66605/page-summary/,66605,https://gol.gg/game/stats/66605/page-timeline/,https://www.youtube.com/watch?v=py6iTZOfVlg,https://www.youtube.com/watch?v=py6iTZOfVlg,3:57:02,,,
250426,DRX vs GEN,2,29:32,https://gol.gg//game/stats/66605/page-summary/,66606,https://gol.gg/game/stats/66606/page-timeline/,https://www.youtube.com/watch?v=py6iTZOfVlg,https://www.youtube.com/watch?v=py6iTZOfVlg,4:46:29,,,
250426,DNF vs BFX,1,40:03,https://gol.gg//game/stats/66602/page-summary/,66602,https://gol.gg/game/stats/66602/page-timeline/,https://www.youtube.com/watch?v=py6iTZOfVlg,https://www.youtube.com/watch?v=py6iTZOfVlg,0:57:30,,,
250426,DNF vs BFX,2,28:55,https://gol.gg//game/stats/66602/page-summary/,66603,https://gol.gg/game/stats/66603/page-timeline/,https://www.youtube.com/watch?v=py6iTZOfVlg,https://www.youtube.com/watch?v=py6iTZOfVlg,1:49:50,,,
250426,DNF vs BFX,3,30:07,https://gol.gg//game/stats/66602/page-summary/,66604,https://gol.gg/game/stats/66604/page-timeline/,https://www.youtube.com/watch?v=py6iTZOfVlg,https://www.youtube.com/watch?v=py6iTZOfVlg,2:39:47,,,
250427,DK vs HLE,1,35:12,https://gol.gg//game/stats/66611/page-summary/,66611,https://gol.gg/game/stats/66611/page-timeline/,https://www.youtube.com/watch?v=4ol1ZioLaCw,https://www.youtube.com/watch?v=4ol1ZioLaCw,3:40:49,,,
250427,DK vs HLE,2,34:34,https://gol.gg//game/stats/66611/page-summary/,66612,https://gol.gg/game/stats/66612/page-timeline/,https://www.youtube.com/watch?v=4ol1ZioLaCw,https://www.youtube.com/watch?v=4ol1ZioLaCw,4:39:32,,,
250427,DK vs HLE,3,33:12,https://gol.gg//game/stats/66611/page-summary/,66613,https://gol.gg/game/stats/66613/page-timeline/,https://www.youtube.com/watch?v=4ol1ZioLaCw,https://www.youtube.com/watch?v=4ol1ZioLaCw,5:36:01,,,
250427,BRO vs T1,1,38:42,https://gol.gg//game/stats/66608/page-summary/,66608,https://gol.gg/game/stats/66608/page-timeline/,https://www.youtube.com/watch?v=4ol1ZioLaCw,https://www.youtube.com/watch?v=4ol1ZioLaCw,0:35:47,,,
250427,BRO vs T1,2,25:03,https://gol.gg//game/stats/66608/page-summary/,66609,https://gol.gg/game/stats/66609/page-timeline/,https://www.youtube.com/watch?v=4ol1ZioLaCw,https://www.youtube.com/watch?v=4ol1ZioLaCw,1:35:27,,,
250427,BRO vs T1,3,35:39,https://gol.gg//game/stats/66608/page-summary/,66610,https://gol.gg/game/stats/66610/page-timeline/,https://www.youtube.com/watch?v=4ol1ZioLaCw,https://www.youtube.com/watch?v=4ol1ZioLaCw,2:20:41,,,
250430,BFX vs HLE,1,34:50,https://gol.gg//game/stats/66985/page-summary/,66985,https://gol.gg/game/stats/66985/page-timeline/,https://www.youtube.com/watch?v=PUOwzI-kQSM,https://www.youtube.com/watch?v=PUOwzI-kQSM,3:59:28,,,
250430,BFX vs HLE,2,31:00,https://gol.gg//game/stats/66985/page-summary/,66986,https://gol.gg/game/stats/66986/page-timeline/,https://www.youtube.com/watch?v=PUOwzI-kQSM,https://www.youtube.com/watch?v=PUOwzI-kQSM,4:56:04,,,
250430,NS vs DK,1,38:50,https://gol.gg//game/stats/66982/page-summary/,66982,https://gol.gg/game/stats/66982/page-timeline/,https://www.youtube.com/watch?v=PUOwzI-kQSM,https://www.youtube.com/watch?v=PUOwzI-kQSM,0:50:41,,,
250430,NS vs DK,2,32:57,https://gol.gg//game/stats/66982/page-summary/,66983,https://gol.gg/game/stats/66983/page-timeline/,https://www.youtube.com/watch?v=PUOwzI-kQSM,https://www.youtube.com/watch?v=PUOwzI-kQSM,1:47:05,,,
250430,NS vs DK,3,30:01,https://gol.gg//game/stats/66982/page-summary/,66984,https://gol.gg/game/stats/66984/page-timeline/,https://www.youtube.com/watch?v=PUOwzI-kQSM,https://www.youtube.com/watch?v=PUOwzI-kQSM,2:42:35,,,
250501,BRO vs DRX,1,24:42,https://gol.gg//game/stats/66991/page-summary/,66991,https://gol.gg/game/stats/66991/page-timeline/,https://www.youtube.com/watch?v=GAQIl97UZC8,https://www.youtube.com/watch?v=GAQIl97UZC8,,,,
250501,BRO vs DRX,2,30:30,https://gol.gg//game/stats/66991/page-summary/,66992,https://gol.gg/game/stats/66992/page-timeline/,https://www.youtube.com/watch?v=GAQIl97UZC8,https://www.youtube.com/watch?v=GAQIl97UZC8,,,,
250501,BRO vs DRX,3,31:51,https://gol.gg//game/stats/66991/page-summary/,66993,https://gol.gg/game/stats/66993/page-timeline/,https://www.youtube.com/watch?v=GAQIl97UZC8,https://www.youtube.com/watch?v=GAQIl97UZC8,,,,
250501,GEN vs KT,1,30:02,https://gol.gg//game/stats/66988/page-summary/,66988,https://gol.gg/game/stats/66988/page-timeline/,https://www.youtube.com/watch?v=GAQIl97UZC8,https://www.youtube.com/watch?v=GAQIl97UZC8,,,,
250501,GEN vs KT,2,31:58,https://gol.gg//game/stats/66988/page-summary/,66989,https://gol.gg/game/stats/66989/page-timeline/,https://www.youtube.com/watch?v=GAQIl97UZC8,https://www.youtube.com/watch?v=GAQIl97UZC8,,,,
250502,HLE vs NS,1,27:02,https://gol.gg//game/stats/66997/page-summary/,66997,https://gol.gg/game/stats/66997/page-timeline/,https://www.youtube.com/watch?v=cJpvKS05ieE,https://www.youtube.com/watch?v=cJpvKS05ieE,,,,
